LCCS,artificial,sol_nu_tot,bois_total,agricol_to,espace_ouv,eau_perman,layer,path
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"30",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"10",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"40",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"10",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"110",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"30",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"110",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"110",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"110",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"70",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"100",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"90",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"120",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"100",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"210",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"210",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"110",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"210",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"61",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"210",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"120",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"195",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"210",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"60",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"10",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"190",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
"130",22.048,2.011,24.388,34.322,11.402,3.204,station_chateau_havré1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_chateau_havré.shp
